time,ice_free,new_young,thin_FY,medium_FY,thick_FY,multiyear
2023-12-22,312577.96910275694,16584.14484038175,11559.075349839077,4040.7964471180926,1367.328690604003,0.0
2023-12-23,304797.3964787375,20843.77286440154,13888.3437786535,3552.627650071206,2084.087819570145,0.0
2023-12-24,301060.5465381168,23679.493853287142,12437.70423333958,3285.789145174052,5340.0502149862,453.75034534537065
2023-12-25,297678.9174549993,9987.656523245372,16355.6415004337,11584.691328354493,6037.038841738926,3588.3126168367144
2023-12-26,296105.8665747738,12952.694330371658,19297.690048617776,8235.303115342787,5170.102800390352,2315.675422507162
2023-12-27,294976.3600928618,28320.388917083234,15770.363132238632,2923.23914530189,2200.9036606907866,1300.3505134004054
2023-12-28,295080.0945154863,44170.10466138884,6037.454115027964,776.5498938701182,64.37704815865236,0.0
2023-12-29,297244.0837532135,46423.92876528408,2396.190667275665,193.13114447595706,0.0,0.0
2023-12-30,297215.64048503473,48181.016353659565,860.6774915548771,0.0,0.0,0.0
2023-12-31,298143.38539360615,47253.27144508813,860.6774915548771,0.0,0.0,0.0
2024-01-01,298677.7360903571,44020.08273678899,2370.520342737514,1188.9951603655336,0.0,0.0
2024-01-02,299671.9524550524,43268.50167747418,2641.434610753406,675.4455869691833,0.0,0.0
2024-01-03,302267.89793064643,42483.463169524526,1038.9975035087286,195.50912698845485,0.0,271.4665995810218
2024-01-04,309424.344160396,35248.77083377993,1517.8373876524474,66.38194842069589,0.0,0.0
2024-01-05,310976.22681665694,34426.04029429393,398.03234421670834,457.03487508161606,0.0,0.0
2024-01-06,313520.9815488047,31881.285562146135,398.03234421670834,457.03487508161606,0.0,0.0
2024-01-07,316249.44098338805,29821.59207817564,186.30126868543766,0.0,0.0,0.0
2024-01-08,323428.53694843594,22580.147693050414,248.64968876280656,0.0,0.0,0.0
2024-01-09,329576.60325718543,16181.761176853972,498.9698962097712,0.0,0.0,0.0
2024-01-10,340203.90219636564,4929.762786108613,1123.6693477748481,0.0,0.0,0.0
2024-01-11,343372.90014219156,1556.9433421073202,768.3978660111381,496.7445598618128,62.3484200773689,0.0
2024-01-12,343060.41670580144,1762.0279932676456,1060.6150568645767,374.2745743155357,0.0,0.0
2024-01-13,345183.13521396753,194.7763018314247,134.02704982624599,559.8364011488452,185.55936347514566,0.0
2024-01-14,345183.13521396753,194.7763018314247,134.02704982624599,249.3936803094756,496.0020843145153,0.0
2024-01-15,345055.11531441816,322.79620138077394,134.02704982624599,373.71937736997324,371.67638725401764,0.0
2024-01-16,341940.98403119214,2229.473801239597,1697.9029319366928,322.59161746004537,66.38194842069589,0.0
2024-01-17,340072.39056184376,4190.357494594035,1745.5660122913164,249.02026152004123,0.0,0.0
2024-01-18,330580.4402630057,13482.361561846112,309.8848711768261,64.00994977467465,843.4647350851039,977.1729493607495
2024-01-19,314789.0616964735,31096.410674974497,371.8619588011377,0.0,0.0,0.0
2024-01-20,298993.54023355455,46685.134468945034,578.6596277495728,0.0,0.0,0.0
2024-01-21,284273.2538005415,60185.01071592092,1799.0698137867644,0.0,0.0,0.0
2024-01-22,272810.7851804308,73132.76918556402,313.7799642543035,0.0,0.0,0.0
2024-01-23,263844.3588011442,82412.97552910495,0.0,0.0,0.0,0.0
2024-01-24,261344.7303583943,84542.60169600404,370.00227585083536,0.0,0.0,0.0
2024-01-25,255459.50573277578,89727.49479256924,1070.333804904128,0.0,0.0,0.0
2024-01-26,246818.39153403675,95828.31938575604,3610.6234104563982,0.0,0.0,0.0
2024-01-27,235629.24853406404,107452.7837311011,3175.3020650840162,0.0,0.0,0.0
2024-01-28,232698.75253891601,110042.73282229183,3515.848969041317,0.0,0.0,0.0
2024-01-29,225209.55727028757,117437.72943142668,2992.8811774354667,309.1414510994575,308.0250000000016,0.0
2024-01-30,224037.59829197184,114124.3990554886,7532.059072485635,563.2779103031022,0.0,0.0
2024-01-31,221985.637329276,116418.89978295754,7051.001528388529,801.795689627088,0.0,0.0
2024-02-01,225318.4237050938,114203.85280417965,6549.684407199471,185.37341377625114,0.0,0.0
2024-02-02,230032.20438267544,113286.69012032605,2938.4398272477156,0.0,0.0,0.0
2024-02-03,238252.53599079433,105372.3573529177,2632.440986537136,0.0,0.0,0.0
2024-02-04,246325.8221894644,98560.99674045239,1370.5154003323864,0.0,0.0,0.0
2024-02-05,253149.98519041835,92360.29395945105,747.0551803797625,0.0,0.0,0.0
2024-02-06,266848.4206585189,78724.20691142784,684.7067603023936,0.0,0.0,0.0
2024-02-07,279791.4344776883,65594.71656256114,871.1832899997004,0.0,0.0,0.0
2024-02-08,291301.4520464699,54211.42964061479,744.4526431645284,0.0,0.0,0.0
2024-02-09,297571.8310416269,45108.074216919376,3577.4290717028734,0.0,0.0,0.0
2024-02-10,295901.82442010555,44916.76769960019,5438.742210543429,0.0,0.0,0.0
2024-02-11,285437.8935573175,55753.67546421093,5065.765308720751,0.0,0.0,0.0
2024-02-12,271591.2686585567,69049.16386327356,5616.9018084189,0.0,0.0,0.0
2024-02-13,260004.19249245967,82550.4988745045,3702.64296328501,0.0,0.0,0.0
2024-02-14,251919.90886209556,92001.94474284837,2335.4807253052227,0.0,0.0,0.0
2024-02-15,250550.28778088966,93400.31294712395,2306.7336022355794,0.0,0.0,0.0
2024-02-16,249315.04635248694,94356.32091024748,2585.967067514768,0.0,0.0,0.0
2024-02-17,246810.44382856332,98804.83906636258,642.0514353232616,0.0,0.0,0.0
2024-02-18,246810.44382856332,98931.92504120804,514.9654604778093,0.0,0.0,0.0
2024-02-19,251867.00178354868,93284.21310968147,1106.1194370190283,0.0,0.0,0.0
2024-02-20,256343.11104503664,87860.40750217956,2053.8157830329665,0.0,0.0,0.0
2024-02-21,267343.41699968756,78047.91297039625,866.0043601653508,0.0,0.0,0.0
2024-02-22,275297.62076783984,69784.01027963377,1175.703282775577,0.0,0.0,0.0
2024-02-23,282737.8264349147,62096.4544881778,1423.0534071566601,0.0,0.0,0.0
2024-02-24,282786.78438444796,62232.683814495336,1237.8661313058258,0.0,0.0,0.0
2024-02-25,276207.02098090196,63902.92174022393,6147.391609123293,0.0,0.0,0.0
2024-02-26,257743.85896136318,80219.02538101889,8294.449987867116,0.0,0.0,0.0
2024-02-27,235854.18188494354,93914.62034544039,16292.111242917968,196.4208569472699,0.0,0.0
2024-02-28,224351.89641034167,96890.74924145496,24229.552249416214,785.136429036332,0.0,0.0
2024-02-29,222028.80745650936,93715.627309101,29531.889077963955,981.0104866748524,0.0,0.0
2024-03-01,222064.1394412284,99548.28020122722,23663.90420111869,981.0104866748524,0.0,0.0
2024-03-02,223270.30125888676,94125.54053962302,27880.482045064546,981.0104866748524,0.0,0.0
2024-03-03,227345.4998083292,86726.02591733988,32185.80860458011,0.0,0.0,0.0
2024-03-04,234214.3665046361,12334.97684890608,94342.34706253844,5365.643914168546,0.0,0.0
2024-03-05,237724.14721096703,69381.79412592135,39151.39299336077,0.0,0.0,0.0
2024-03-06,239207.51524709704,82106.63528891778,24943.18379423435,0.0,0.0,0.0
